# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       1.362        0.000        0.773        4.520
       1.362        0.000        0.773        4.520
       1.362        0.000        0.773        4.520
       1.363        0.000        0.773        4.520
       1.363        0.000        0.773        4.520
       1.363        0.000        0.773        4.520
       1.363        0.000        0.773        4.520
       1.364        0.000        0.773        4.520
       1.364        0.000        0.773        4.520
       1.364        0.000        0.773        4.520
       1.365        0.000        0.773        4.520
       1.365        0.000        0.773        4.520
       1.365        0.000        0.773        4.520
       1.365        0.000        0.773        4.520
       1.366        0.000        0.773        4.520
       1.366        0.000        0.773        4.520
       1.366        0.000        0.773        4.520
       1.367        0.000        0.773        4.520
       1.367        0.000        0.773        4.520
       1.367        0.000        0.773        4.520
       1.367        0.000        0.773        4.520
       1.368        0.000        0.773        4.520
       1.368        0.000        0.773        4.520
       1.368        0.000        0.773        4.520
       1.368        0.000        0.773        4.520
       1.369        0.000        0.773        4.520
       1.369        0.000        0.773        4.520
       1.369        0.000        0.773        4.520
       1.370        0.000        0.773        4.520
       1.370        0.000        0.773        4.520
       1.370        0.000        0.773        4.520
       1.370        0.000        0.773        4.520
       1.371        0.000        0.773        4.520
       1.371        0.000        0.773        4.520
       1.371        0.000        0.773        4.520
       1.372        0.000        0.773        4.520
       1.372        0.000        0.773        4.520
       1.372        0.000        0.773        4.520
       1.372        0.000        0.773        4.520
       1.373        0.000        0.773        4.520
       1.373        0.000        0.773        4.520
       1.373        0.000        0.773        4.520
       1.374        0.000        0.773        4.520
       1.374        0.000        0.773        4.520
       1.374        0.000        0.773        4.520
       1.375        0.000        0.773        4.520
       1.375        0.000        0.773        4.520
       1.375        0.000        0.773        4.520
       1.375        0.000        0.773        4.520
       1.376        0.000        0.773        4.520
       1.376        0.000        0.773        4.520
       1.376        0.000        0.773        4.520
       1.377        0.000        0.773        4.520
       1.377        0.000        0.773        4.520
       1.377        0.000        0.773        4.520
       1.377        0.000        0.773        4.520
       1.378        0.000        0.773        4.520
       1.378        0.000        0.773        4.520
       1.378        0.000        0.773        4.520
       1.379        0.000        0.773        4.520
       1.379        0.000        0.773        4.520
       1.379        0.000        0.773        4.520
       1.379        0.000        0.773        4.520
       1.380        0.000        0.773        4.520
       1.380        0.000        0.773        4.520
       1.380        0.000        0.773        4.520
       1.381        0.000        0.773        4.520
       1.381        0.000        0.773        4.520
       1.381        0.000        0.773        4.520
       1.381        0.000        0.773        4.520
       1.382        0.000        0.773        4.520
       1.382        0.000        0.773        4.520
       1.382        0.000        0.773        4.520
       1.383        0.000        0.773        4.520
       1.383        0.000        0.773        4.520
       1.383        0.000        0.773        4.520
       1.383        0.000        0.773        4.520
       1.384        0.000        0.773        4.520
       1.384        0.000        0.773        4.520
       1.384        0.000        0.773        4.520
       1.385        0.000        0.773        4.520
       1.385        0.000        0.773        4.520
       1.385        0.000        0.773        4.520
       1.386        0.000        0.773        4.520
       1.386        0.000        0.773        4.520
       1.386        0.000        0.773        4.520
       1.386        0.000        0.773        4.520
       1.387        0.000        0.773        4.520
       1.387        0.000        0.773        4.520
       1.387        0.000        0.773        4.520
       1.388        0.000        0.773        4.520
       1.388        0.000        0.773        4.520
       1.388        0.000        0.773        4.520
       1.388        0.000        0.773        4.520
       1.389        0.000        0.773        4.520
       1.389        0.000        0.773        4.520
       1.389        0.000        0.773        4.520
       1.390        0.000        0.773        4.520
       1.390        0.000        0.773        4.520
       1.390        0.000        0.773        4.520
       1.390        0.000        0.773        4.520
       1.391        0.000        0.773        4.520
       1.391        0.000        0.773        4.520
       1.391        0.000        0.773        4.520
       1.392        0.000        0.773        4.520
       1.392        0.000        0.773        4.520
       1.392        0.000        0.773        4.520
       1.392        0.000        0.773        4.520
       1.393        0.000        0.773        4.520
       1.393        0.000        0.773        4.520
       1.393        0.000        0.773        4.520
       1.394        0.000        0.773        4.520
       1.394        0.000        0.773        4.520
       1.394        0.000        0.773        4.520
       1.394        0.000        0.773        4.520
       1.395        0.000        0.773        4.520
       1.395        0.000        0.773        4.520
       1.395        0.000        0.773        4.520
       1.396        0.000        0.773        4.520
       1.396        0.000        0.773        4.520
       1.396        0.000        0.773        4.520
       1.396        0.000        0.773        4.520
       1.397        0.000        0.773        4.520
       1.397        0.000        0.773        4.520
       1.397        0.000        0.773        4.520
       1.398        0.000        0.773        4.520
       1.398        0.000        0.773        4.520
       1.398        0.000        0.773        4.520
       1.398        0.000        0.773        4.520
       1.399        0.000        0.773        4.520
       1.399        0.000        0.773        4.520
       1.399        0.000        0.773        4.520
       1.399        0.000        0.773        4.520
       1.400        0.000        0.773        4.520
       1.400        0.000        0.773        4.520
       1.400        0.000        0.773        4.520
       1.401        0.000        0.773        4.520
       1.401        0.000        0.773        4.520
       1.401        0.000        0.773        4.520
       1.401        0.000        0.773        4.520
       1.402        0.000        0.773        4.520
       1.402        0.000        0.773        4.520
       1.402        0.000        0.773        4.520
       1.403        0.000        0.773        4.520
       1.403        0.000        0.773        4.520
       1.403        0.000        0.773        4.520
       1.403        0.000        0.773        4.520
       1.404        0.000        0.773        4.520
       1.404        0.000        0.773        4.520
       1.404        0.000        0.773        4.520
       1.405        0.000        0.773        4.520
       1.405        0.000        0.773        4.520
       1.405        0.000        0.773        4.520
       1.405        0.000        0.773        4.520
       1.406        0.000        0.773        4.520
       1.406        0.000        0.773        4.520
       1.406        0.000        0.773        4.520
       1.407        0.000        0.773        4.520
       1.407        0.000        0.773        4.520
       1.407        0.000        0.773        4.520
       1.407        0.000        0.773        4.520
       1.408        0.000        0.773        4.520
       1.408        0.000        0.773        4.520
       1.408        0.000        0.773        4.520
       1.409        0.000        0.773        4.520
       1.409        0.000        0.773        4.520
       1.409        0.000        0.773        4.520
       1.409        0.000        0.773        4.520
       1.410        0.000        0.773        4.520
       1.410        0.000        0.773        4.520
       1.410        0.000        0.773        4.520
       1.411        0.000        0.773        4.520
       1.411        0.000        0.773        4.520
       1.411        0.000        0.773        4.520
       1.411        0.000        0.773        4.520
       1.412        0.000        0.773        4.520
       1.412        0.000        0.773        4.520
       1.412        0.000        0.773        4.520
       1.413        0.000        0.773        4.520
       1.413        0.000        0.773        4.520
       1.413        0.000        0.773        4.520
       1.413        0.000        0.773        4.520
       1.414        0.000        0.773        4.520
       1.414        0.000        0.773        4.520
       1.414        0.000        0.773        4.520
       1.415        0.000        0.773        4.520
       1.415        0.000        0.773        4.520
       1.415        0.000        0.773        4.520
       1.415        0.000        0.773        4.520
       1.416        0.000        0.773        4.520
       1.416        0.000        0.773        4.520
       1.416        0.000        0.773        4.520
       1.417        0.000        0.773        4.520
       1.417        0.000        0.773        4.520
       1.417        0.000        0.773        4.520
       1.417        0.000        0.773        4.520
       1.418        0.000        0.773        4.520
       1.418        0.000        0.773        4.520
       1.418        0.000        0.773        4.520
       1.419        0.000        0.773        4.520
       1.419        0.000        0.773        4.520
       1.419        0.000        0.773        4.520
       1.419        0.000        0.773        4.520
       1.420        0.000        0.773        4.520
       1.420        0.000        0.773        4.520
       1.420        0.000        0.773        4.520
       1.421        0.000        0.773        4.520
       1.421        0.000        0.773        4.520
       1.421        0.000        0.773        4.520
       1.421        0.000        0.773        4.520
       1.422        0.000        0.773        4.520
       1.422        0.000        0.773        4.520
       1.422        0.000        0.773        4.520
       1.423        0.000        0.773        4.520
       1.423        0.000        0.773        4.520
       1.423        0.000        0.773        4.520
       1.423        0.000        0.773        4.520
       1.424        0.000        0.773        4.520
       1.424        0.000        0.773        4.520
       1.424        0.000        0.773        4.520
       1.425        0.000        0.773        4.520
       1.425        0.000        0.773        4.520
       1.425        0.000        0.773        4.520
       1.425        0.000        0.773        4.520
       1.426        0.000        0.773        4.520
       1.426        0.000        0.773        4.520
       1.426        0.000        0.773        4.520
       1.427        0.000        0.773        4.520
       1.427        0.000        0.773        4.520
       1.427        0.000        0.773        4.520
       1.428        0.000        0.773        4.520
       1.428        0.000        0.773        4.520
       1.428        0.000        0.773        4.520
       1.428        0.000        0.773        4.520
       1.429        0.000        0.773        4.520
       1.429        0.000        0.773        4.520
       1.429        0.000        0.773        4.520
       1.429        0.000        0.773        4.520
       1.430        0.000        0.773        4.520
       1.430        0.000        0.773        4.520
       1.430        0.000        0.773        4.520
       1.431        0.000        0.773        4.520
       1.431        0.000        0.773        4.520
       1.431        0.000        0.773        4.520
       1.431        0.000        0.773        4.520
       1.432        0.000        0.773        4.520
       1.432        0.000        0.773        4.520
       1.432        0.000        0.773        4.520
       1.433        0.000        0.773        4.520
       1.433        0.000        0.773        4.520
       1.433        0.000        0.773        4.520
       1.433        0.000        0.773        4.520
       1.434        0.000        0.773        4.520
       1.434        0.000        0.773        4.520
       1.434        0.000        0.773        4.520
       1.435        0.000        0.773        4.520
       1.435        0.000        0.773        4.520
       1.435        0.000        0.773        4.520
       1.435        0.000        0.773        4.520
       1.436        0.000        0.773        4.520
       1.436        0.000        0.773        4.520
       1.436        0.000        0.773        4.520
       1.437        0.000        0.773        4.520
       1.437        0.000        0.773        4.520
       1.437        0.000        0.773        4.520
       1.437        0.000        0.773        4.520
       1.438        0.000        0.773        4.520
       1.438        0.000        0.773        4.520
       1.438        0.000        0.773        4.520
       1.439        0.000        0.773        4.520
       1.439        0.000        0.773        4.520
       1.439        0.000        0.773        4.520
       1.439        0.000        0.773        4.520
       1.440        0.000        0.773        4.520
       1.440        0.000        0.773        4.520
       1.440        0.000        0.773        4.520
       1.441        0.000        0.773        4.520
       1.441        0.000        0.773        4.520
       1.441        0.000        0.773        4.520
       1.441        0.000        0.773        4.520
       1.442        0.000        0.773        4.520
       1.442        0.000        0.773        4.520
       1.442        0.000        0.773        4.520
       1.443        0.000        0.773        4.520
       1.443        0.000        0.773        4.520
       1.443        0.000        0.773        4.520
       1.443        0.000        0.773        4.520
       1.444        0.000        0.773        4.520
       1.444        0.000        0.773        4.520
       1.444        0.000        0.773        4.520
       1.445        0.000        0.773        4.520
       1.445        0.000        0.773        4.520
       1.445        0.000        0.773        4.520
       1.445        0.000        0.773        4.520
       1.446        0.000        0.773        4.520
       1.446        0.000        0.773        4.520
       1.446        0.000        0.773        4.520
       1.447        0.000        0.773        4.520
       1.447        0.000        0.773        4.520
       1.447        0.000        0.773        4.520
       1.447        0.000        0.773        4.520
       1.448        0.000        0.773        4.520
       1.448        0.000        0.773        4.520
       1.448        0.000        0.773        4.520
       1.449        0.000        0.773        4.520
       1.449        0.000        0.773        4.520
       1.449        0.000        0.773        4.520
       1.449        0.000        0.773        4.520
       1.450        0.000        0.773        4.520
       1.450        0.000        0.773        4.520
       1.450        0.000        0.773        4.520
       1.450        0.000        0.773        4.520
       1.451        0.000        0.773        4.520
       1.451        0.000        0.773        4.520
       1.451        0.000        0.773        4.520
       1.452        0.000        0.773        4.520
       1.452        0.000        0.773        4.520
       1.452        0.000        0.773        4.520
       1.452        0.000        0.773        4.520
       1.453        0.000        0.773        4.520
       1.453        0.000        0.773        4.520
       1.453        0.000        0.773        4.520
       1.454        0.000        0.773        4.520
       1.454        0.000        0.773        4.520
       1.454        0.000        0.773        4.520
       1.455        0.000        0.773        4.520
       1.455        0.000        0.773        4.520
       1.455        0.000        0.773        4.520
       1.455        0.000        0.773        4.520
       1.456        0.000        0.773        4.520
       1.456        0.000        0.773        4.520
       1.456        0.000        0.773        4.520
       1.456        0.000        0.773        4.520
       1.457        0.000        0.773        4.520
       1.457        0.000        0.773        4.520
       1.457        0.000        0.773        4.520
       1.458        0.000        0.773        4.520
       1.458        0.000        0.773        4.520
       1.458        0.000        0.773        4.520
       1.458        0.000        0.773        4.520
       1.459        0.000        0.773        4.520
       1.459        0.000        0.773        4.520
       1.459        0.000        0.773        4.520
       1.460        0.000        0.773        4.520
       1.460        0.000        0.773        4.520
       1.460        0.000        0.773        4.520
       1.460        0.000        0.773        4.520
       1.461        0.000        0.773        4.520
       1.461        0.000        0.773        4.520
       1.461        0.000        0.773        4.520
       1.461        0.000        0.773        4.520
       1.462        0.000        0.773        4.520
       1.462        0.000        0.773        4.520
       1.462        0.000        0.773        4.520
       1.463        0.000        0.773        4.520
       1.463        0.000        0.773        4.520
       1.463        0.000        0.773        4.520
       1.463        0.000        0.773        4.520
       1.464        0.000        0.773        4.520
       1.464        0.000        0.773        4.520
       1.464        0.000        0.773        4.520
       1.465        0.000        0.773        4.520
       1.465        0.000        0.773        4.520
       1.465        0.000        0.773        4.520
       1.465        0.000        0.773        4.520
       1.466        0.000        0.773        4.520
       1.466        0.000        0.773        4.520
       1.466        0.000        0.773        4.520
       1.467        0.000        0.773        4.520
       1.467        0.000        0.773        4.520
       1.467        0.000        0.773        4.520
       1.467        0.000        0.773        4.520
       1.468        0.000        0.773        4.520
       1.468        0.000        0.773        4.520
       1.468        0.000        0.773        4.520
       1.469        0.000        0.773        4.520
       1.469        0.000        0.773        4.520
       1.469        0.000        0.773        4.520
       1.469        0.000        0.773        4.520
       1.470        0.000        0.773        4.520
       1.470        0.000        0.773        4.520
       1.470        0.000        0.773        4.520
       1.471        0.000        0.773        4.520
       1.471        0.000        0.773        4.520
       1.471        0.000        0.773        4.520
       1.471        0.000        0.773        4.520
       1.472        0.000        0.773        4.520
       1.472        0.000        0.773        4.520
       1.472        0.000        0.773        4.520
       1.473        0.000        0.773        4.520
       1.473        0.000        0.773        4.520
       1.473        0.000        0.773        4.520
       1.473        0.000        0.773        4.520
       1.474        0.000        0.773        4.520
       1.474        0.000        0.773        4.520
       1.474        0.000        0.773        4.520
       1.475        0.000        0.773        4.520
       1.475        0.000        0.773        4.520
       1.475        0.000        0.773        4.520
       1.475        0.000        0.773        4.520
       1.476        0.000        0.773        4.520
       1.476        0.000        0.773        4.520
       1.476        0.000        0.773        4.520
       1.476        0.000        0.773        4.520
       1.477        0.000        0.773        4.520
       1.477        0.000        0.773        4.520
       1.477        0.000        0.773        4.520
       1.478        0.000        0.773        4.520
       1.478        0.000        0.773        4.520
       1.478        0.000        0.773        4.520
       1.479        0.000        0.773        4.520
       1.479        0.000        0.773        4.520
       1.479        0.000        0.773        4.520
       1.479        0.000        0.773        4.520
       1.480        0.000        0.773        4.520
       1.480        0.000        0.773        4.520
       1.481        0.000        0.773        4.520
       1.481        0.000        0.773        4.520
       1.482        0.000        0.773        4.520
       1.482        0.000        0.773        4.520
       1.483        0.000        0.773        4.520
       1.483        0.000        0.773        4.520
       1.483        0.000        0.773        4.520
       1.484        0.000        0.773        4.520
       1.484        0.000        0.773        4.520
       1.484        0.000        0.773        4.520
       1.484        0.000        0.773        4.520
       1.485        0.000        0.773        4.520
       1.485        0.000        0.773        4.520
       1.485        0.000        0.773        4.520
       1.486        0.000        0.773        4.520
       1.486        0.000        0.773        4.520
       1.487        0.000        0.773        4.520
       1.487        0.000        0.773        4.520
       1.487        0.000        0.773        4.520
       1.488        0.000        0.773        4.520
       1.488        0.000        0.773        4.520
       1.488        0.000        0.773        4.520
       1.489        0.000        0.773        4.520
       1.489        0.000        0.773        4.520
       1.489        0.000        0.773        4.520
       1.489        0.000        0.773        4.520
       1.490        0.000        0.773        4.520
       1.490        0.000        0.773        4.520
       1.490        0.000        0.773        4.520
       1.490        0.000        0.773        4.520
       1.490        0.000        0.773        4.520
       1.491        0.000        0.773        4.520
       1.491        0.000        0.773        4.520
       1.491        0.000        0.773        4.520
       1.491        0.000        0.773        4.520
       1.492        0.000        0.773        4.520
       1.492        0.000        0.773        4.520
       1.492        0.000        0.773        4.520
       1.492        0.000        0.773        4.520
       1.492        0.000        0.773        4.520
       1.493        0.000        0.773        4.520
       1.493        0.000        0.773        4.520
       1.493        0.000        0.773        4.520
       1.493        0.000        0.773        4.520
       1.494        0.000        0.773        4.520
       1.494        0.000        0.773        4.520
       1.494        0.000        0.773        4.520
       1.494        0.000        0.773        4.520
       1.494        0.000        0.773        4.520
       1.495        0.000        0.773        4.520
       1.495        0.000        0.773        4.520
       1.495        0.000        0.773        4.520
       1.496        0.000        0.773        4.520
       1.496        0.000        0.773        4.520
       1.496        0.000        0.773        4.520
       1.496        0.000        0.773        4.520
       1.497        0.000        0.773        4.520
       1.497        0.000        0.773        4.520
       1.497        0.000        0.773        4.520
       1.497        0.000        0.773        4.520
       1.498        0.000        0.773        4.520
       1.498        0.000        0.773        4.520
       1.498        0.000        0.773        4.520
       1.498        0.000        0.773        4.520
       1.499        0.000        0.773        4.520
       1.499        0.000        0.773        4.520
       1.499        0.000        0.773        4.520
       1.499        0.000        0.773        4.520
       1.500        0.000        0.773        4.520
       1.500        0.000        0.773        4.520
       1.500        0.000        0.773        4.520
       1.500        0.000        0.773        4.520
       1.501        0.000        0.773        4.520
       1.501        0.000        0.773        4.520
       1.501        0.000        0.773        4.520
       1.501        0.000        0.773        4.520
       1.502        0.000        0.773        4.520
       1.502        0.000        0.773        4.520
       1.502        0.000        0.773        4.520
       1.502        0.000        0.773        4.520
       1.503        0.000        0.773        4.520
       1.503        0.000        0.773        4.520
       1.503        0.000        0.773        4.520
       1.503        0.000        0.773        4.520
       1.504        0.000        0.773        4.520
       1.504        0.000        0.773        4.520
       1.504        0.000        0.773        4.520
       1.504        0.000        0.773        4.520
       1.505        0.000        0.773        4.520
       1.505        0.000        0.773        4.520
       1.505        0.000        0.773        4.520
       1.505        0.000        0.773        4.520
       1.506        0.000        0.773        4.520
       1.506        0.000        0.773        4.520
       1.506        0.000        0.773        4.520
       1.507        0.000        0.773        4.520
       1.507        0.000        0.773        4.520
       1.507        0.000        0.773        4.520
       1.507        0.000        0.773        4.520
       1.508        0.000        0.773        4.520
       1.508        0.000        0.773        4.520
       1.508        0.000        0.773        4.520
       1.508        0.000        0.773        4.520
       1.509        0.000        0.773        4.520
       1.509        0.000        0.773        4.520
       1.509        0.000        0.773        4.520
       1.509        0.000        0.773        4.520
       1.510        0.000        0.773        4.520
       1.510        0.000        0.773        4.520
       1.510        0.000        0.773        4.520
       1.510        0.000        0.773        4.520
       1.511        0.000        0.773        4.520
       1.511        0.000        0.773        4.520
       1.511        0.000        0.773        4.520
       1.512        0.000        0.773        4.520
       1.512        0.000        0.773        4.520
       1.512        0.000        0.773        4.520
       1.512        0.000        0.773        4.520
       1.512        0.000        0.773        4.520
       1.513        0.000        0.773        4.520
       1.513        0.000        0.773        4.520
       1.513        0.000        0.773        4.520
       1.514        0.000        0.773        4.520
       1.514        0.000        0.773        4.520
       1.514        0.000        0.773        4.520
       1.514        0.000        0.773        4.520
       1.515        0.000        0.773        4.520
       1.515        0.000        0.773        4.520
       1.515        0.000        0.773        4.520
       1.515        0.000        0.773        4.520
       1.516        0.000        0.773        4.520
       1.516        0.000        0.773        4.520
       1.516        0.000        0.773        4.520
       1.516        0.000        0.773        4.520
       1.517        0.000        0.773        4.520
       1.517        0.000        0.773        4.520
       1.517        0.000        0.773        4.520
       1.517        0.000        0.773        4.520
       1.518        0.000        0.773        4.520
       1.518        0.000        0.773        4.520
       1.518        0.000        0.773        4.520
       1.518        0.000        0.773        4.520
       1.519        0.000        0.773        4.520
       1.519        0.000        0.773        4.520
       1.519        0.000        0.773        4.520
       1.520        0.000        0.773        4.520
       1.520        0.000        0.773        4.520
       1.520        0.000        0.773        4.520
       1.520        0.000        0.773        4.520
       1.521        0.000        0.773        4.520
       1.521        0.000        0.773        4.520
       1.521        0.000        0.773        4.520
       1.521        0.000        0.773        4.520
       1.522        0.000        0.773        4.520
       1.522        0.000        0.773        4.520
       1.522        0.000        0.773        4.520
       1.522        0.000        0.773        4.520
       1.523        0.000        0.773        4.520
       1.523        0.000        0.773        4.520
       1.523        0.000        0.773        4.520
       1.523        0.000        0.773        4.520
       1.524        0.000        0.773        4.520
       1.524        0.000        0.773        4.520
       1.524        0.000        0.773        4.520
       1.524        0.000        0.773        4.520
       1.525        0.000        0.773        4.520
       1.525        0.000        0.773        4.520
       1.525        0.000        0.773        4.520
       1.525        0.000        0.773        4.520
       1.526        0.000        0.773        4.520
       1.526        0.000        0.773        4.520
       1.526        0.000        0.773        4.520
       1.526        0.000        0.773        4.520
       1.527        0.000        0.773        4.520
       1.527        0.000        0.773        4.520
       1.527        0.000        0.773        4.520
       1.528        0.000        0.773        4.520
       1.528        0.000        0.773        4.520
       1.528        0.000        0.773        4.520
       1.529        0.000        0.773        4.520
       1.529        0.000        0.773        4.520
       1.529        0.000        0.773        4.520
       1.530        0.000        0.773        4.520
       1.530        0.000        0.773        4.520
       1.530        0.000        0.773        4.520
       1.531        0.000        0.773        4.520
       1.531        0.000        0.773        4.520
       1.531        0.000        0.773        4.520
       1.532        0.000        0.773        4.520
       1.532        0.000        0.773        4.520
       1.532        0.000        0.773        4.520
       1.532        0.000        0.773        4.520
       1.533        0.000        0.773        4.520
       1.533        0.000        0.773        4.520
       1.533        0.000        0.773        4.520
       1.534        0.000        0.773        4.520
       1.534        0.000        0.773        4.520
       1.534        0.000        0.773        4.520
       1.535        0.000        0.773        4.520
       1.535        0.000        0.773        4.520
       1.535        0.000        0.773        4.520
       1.536        0.000        0.773        4.520
       1.536        0.000        0.773        4.520
       1.537        0.000        0.773        4.520
       1.538        0.000        0.773        4.520
       1.538        0.000        0.773        4.520
       1.539        0.000        0.773        4.520
       1.539        0.000        0.773        4.520
       1.539        0.000        0.773        4.520
       1.540        0.000        0.773        4.520
       1.541        0.000        0.773        4.520
       1.542        0.000        0.773        4.520
       1.542        0.000        0.773        4.520
       1.543        0.000        0.773        4.520
       1.543        0.000        0.773        4.520
       1.543        0.000        0.773        4.520
       1.544        0.000        0.773        4.520
       1.544        0.000        0.773        4.520
       1.544        0.000        0.773        4.520
       1.544        0.000        0.773        4.520
       1.545        0.000        0.773        4.520
       1.545        0.000        0.773        4.520
       1.546        0.000        0.773        4.520
       1.546        0.000        0.773        4.520
       1.546        0.000        0.773        4.520
       1.547        0.000        0.773        4.520
       1.547        0.000        0.773        4.520
       1.547        0.000        0.773        4.520
       1.548        0.000        0.773        4.520
       1.548        0.000        0.773        4.520
       1.548        0.000        0.773        4.520
       1.549        0.000        0.773        4.520
       1.549        0.000        0.773        4.520
       1.549        0.000        0.773        4.520
       1.550        0.000        0.773        4.520
       1.550        0.000        0.773        4.520
       1.550        0.000        0.773        4.520
       1.551        0.000        0.773        4.520
       1.551        0.000        0.773        4.520
       1.551        0.000        0.773        4.520
       1.552        0.000        0.773        4.520
       1.552        0.000        0.773        4.520
       1.552        0.000        0.773        4.520
       1.553        0.000        0.773        4.520
       1.553        0.000        0.773        4.520
       1.553        0.000        0.773        4.520
       1.554        0.000        0.773        4.520
       1.554        0.000        0.773        4.520
       1.554        0.000        0.773        4.520
       1.555        0.000        0.773        4.520
       1.555        0.000        0.773        4.520
       1.555        0.000        0.773        4.520
       1.556        0.000        0.773        4.520
       1.556        0.000        0.773        4.520
       1.556        0.000        0.773        4.520
       1.557        0.000        0.773        4.520
       1.557        0.000        0.773        4.520
       1.557        0.000        0.773        4.520
       1.558        0.000        0.773        4.520
       1.558        0.000        0.773        4.520
       1.558        0.000        0.773        4.520
       1.559        0.000        0.773        4.520
       1.559        0.000        0.773        4.520
       1.559        0.000        0.773        4.520
       1.559        0.000        0.773        4.520
       1.560        0.000        0.773        4.520
       1.560        0.000        0.773        4.520
       1.560        0.000        0.773        4.520
       1.561        0.000        0.773        4.520
       1.561        0.000        0.773        4.520
       1.561        0.000        0.773        4.520
       1.562        0.000        0.773        4.520
       1.562        0.000        0.773        4.520
       1.563        0.000        0.773        4.520
       1.563        0.000        0.773        4.520
       1.563        0.000        0.773        4.520
       1.564        0.000        0.773        4.520
       1.564        0.000        0.773        4.520
       1.564        0.000        0.773        4.520
       1.564        0.000        0.773        4.520
       1.565        0.000        0.773        4.520
       1.565        0.000        0.773        4.520
       1.565        0.000        0.773        4.520
       1.566        0.000        0.773        4.520
       1.566        0.000        0.773        4.520
       1.566        0.000        0.773        4.520
       1.567        0.000        0.773        4.520
       1.567        0.000        0.773        4.520
       1.567        0.000        0.773        4.520
       1.568        0.000        0.773        4.520
       1.568        0.000        0.773        4.520
       1.568        0.000        0.773        4.520
       1.569        0.000        0.773        4.520
       1.569        0.000        0.773        4.520
       1.569        0.000        0.773        4.520
       1.570        0.000        0.773        4.520
       1.570        0.000        0.773        4.520
       1.570        0.000        0.773        4.520
       1.571        0.000        0.773        4.520
       1.571        0.000        0.773        4.520
       1.571        0.000        0.773        4.520
       1.572        0.000        0.773        4.520
       1.572        0.000        0.773        4.520
       1.572        0.000        0.773        4.520
       1.572        0.000        0.773        4.520
       1.573        0.000        0.773        4.520
       1.573        0.000        0.773        4.520
       1.573        0.000        0.773        4.520
       1.574        0.000        0.773        4.520
       1.574        0.000        0.773        4.520
       1.575        0.000        0.773        4.520
       1.575        0.000        0.773        4.520
       1.575        0.000        0.773        4.520
       1.575        0.000        0.773        4.520
       1.576        0.000        0.773        4.520
       1.576        0.000        0.773        4.520
       1.576        0.000        0.773        4.520
       1.577        0.000        0.773        4.520
       1.577        0.000        0.773        4.520
       1.577        0.000        0.773        4.520
       1.578        0.000        0.773        4.520
       1.578        0.000        0.773        4.520
       1.578        0.000        0.773        4.520
       1.579        0.000        0.773        4.520
       1.579        0.000        0.773        4.520
       1.579        0.000        0.773        4.520
       1.580        0.000        0.773        4.520
       1.580        0.000        0.773        4.520
       1.581        0.000        0.773        4.520
       1.581        0.000        0.773        4.520
       1.581        0.000        0.773        4.520
       1.582        0.000        0.773        4.520
       1.582        0.000        0.773        4.520
       1.582        0.000        0.773        4.520
       1.583        0.000        0.773        4.520
       1.583        0.000        0.773        4.520
       1.583        0.000        0.773        4.520
       1.583        0.000        0.773        4.520
       1.584        0.000        0.773        4.520
       1.584        0.000        0.773        4.520
       1.584        0.000        0.773        4.520
       1.585        0.000        0.773        4.520
       1.585        0.000        0.773        4.520
       1.585        0.000        0.773        4.520
       1.586        0.000        0.773        4.520
       1.586        0.000        0.773        4.520
       1.586        0.000        0.773        4.520
       1.587        0.000        0.773        4.520
       1.587        0.000        0.773        4.520
       1.588        0.000        0.773        4.520
       1.588        0.000        0.773        4.520
       1.588        0.000        0.773        4.520
       1.589        0.000        0.773        4.520
       1.589        0.000        0.773        4.520
       1.590        0.000        0.773        4.520
       1.590        0.000        0.773        4.520
       1.590        0.000        0.773        4.520
       1.590        0.000        0.773        4.520
       1.591        0.000        0.773        4.520
       1.591        0.000        0.773        4.520
       1.591        0.000        0.773        4.520
       1.592        0.000        0.773        4.520
       1.592        0.000        0.773        4.520
       1.592        0.000        0.773        4.520
       1.593        0.000        0.773        4.520
       1.593        0.000        0.773        4.520
       1.593        0.000        0.773        4.520
       1.594        0.000        0.773        4.520
       1.594        0.000        0.773        4.520
       1.594        0.000        0.773        4.520
       1.595        0.000        0.773        4.520
       1.595        0.000        0.773        4.520
       1.595        0.000        0.773        4.520
       1.596        0.000        0.773        4.520
       1.596        0.000        0.773        4.520
       1.597        0.000        0.773        4.520
       1.597        0.000        0.773        4.520
       1.597        0.000        0.773        4.520
       1.598        0.000        0.773        4.520
       1.598        0.000        0.773        4.520
       1.598        0.000        0.773        4.520
       1.598        0.000        0.773        4.520
       1.599        0.000        0.773        4.520
       1.599        0.000        0.773        4.520
       1.599        0.000        0.773        4.520
       1.600        0.000        0.773        4.520
       1.600        0.000        0.773        4.520
       1.600        0.000        0.773        4.520
       1.601        0.000        0.773        4.520
       1.601        0.000        0.773        4.520
       1.601        0.000        0.773        4.520
       1.602        0.000        0.773        4.520
       1.602        0.000        0.773        4.520
       1.602        0.000        0.773        4.520
       1.603        0.000        0.773        4.520
       1.603        0.000        0.773        4.520
       1.603        0.000        0.773        4.520
       1.604        0.000        0.773        4.520
       1.604        0.000        0.773        4.520
       1.604        0.000        0.773        4.520
       1.605        0.000        0.773        4.520
       1.605        0.000        0.773        4.520
       1.605        0.000        0.773        4.520
       1.606        0.000        0.773        4.520
       1.606        0.000        0.773        4.520
